.id	ID	sequencedescription	database	citation	taxonomicidentification	similarity	specimen_url	specimen_country	specimen_lat	specimen_lon	phylum_id	phylum	class_id	class	order_id	order	family_id	family	subfamily_id	subfamily	genus_id	genus	species_id	species	tribe_id	tribe
DRYAS10171_15	CHURC845-09	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.976	http://www.boldsystems.org/index.php/Public_RecordView?processid=CHURC845-09	Canada	58.754	-93.949	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHA1485-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9777	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHA1485-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHA462-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9765	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHA462-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHA542-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9763	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHA542-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHA619-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9763	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHA619-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHB1342-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9777	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHB1342-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHB1354-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9776	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHB1354-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHD1462-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9777	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHD1462-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHE309-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9777	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHE309-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHE688-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9777	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHE688-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHG063-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9763	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHG063-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHG353-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9765	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHG353-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNNHG745-14	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.9765	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNNHG745-14	Canada	61.606	-125.758	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNPAA106-13	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.976	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNPAA106-13	Canada	53.85	-106.078	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNPAA247-13	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.976	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNPAA247-13	Canada	53.85	-106.078	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNPAA327-13	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.976	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNPAA327-13	Canada	53.85	-106.078	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
DRYAS10171_15	CNPAA339-13	COI-5P	BOLD: Public Records	BOLD Systems, 2018	Limnophyes asquamatus	0.976	http://www.boldsystems.org/index.php/Public_RecordView?processid=CNPAA339-13	Canada	53.85	-106.078	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	56413	Orthocladiinae	56479	Limnophyes	68676	Limnophyes asquamatus	NA	NA
